Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
3.6317	0.054905	134.22	0.0074502	-0.012198	-0.010561	-2.3186	8.8719	14.074	204.51	-1.2223	3.4436e-06	0.017964	0.00014894	9.2945	0.10759	0.057305	0.080950	22.879	12.637	28.715	99.084	12.560	1.0115e-06	0.0073871
3.6376	0.055277	134.15	0.0074546	-0.012120	-0.010471	-2.2970	8.8795	14.119	204.30	-1.2132	3.4410e-06	0.017974	0.00014833	9.3528	0.10692	0.057329	0.080985	22.845	12.639	28.773	99.113	12.544	1.0136e-06	0.0074019
3.6435	0.055650	134.07	0.0074589	-0.012043	-0.010381	-2.2755	8.8870	14.164	204.09	-1.2041	3.4383e-06	0.017984	0.00014773	9.4112	0.10626	0.057352	0.081020	22.811	12.641	28.832	99.141	12.528	1.0158e-06	0.0074166
3.6494	0.056022	133.99	0.0074633	-0.011966	-0.010292	-2.2540	8.8945	14.209	203.88	-1.1951	3.4357e-06	0.017993	0.00014712	9.4695	0.10560	0.057375	0.081055	22.777	12.643	28.890	99.169	12.513	1.0179e-06	0.0074313
3.6552	0.056394	133.91	0.0074676	-0.011889	-0.010203	-2.2326	8.9020	14.254	203.67	-1.1861	3.4331e-06	0.018003	0.00014652	9.5279	0.10496	0.057398	0.081089	22.743	12.645	28.949	99.196	12.498	1.0200e-06	0.0074460
3.6610	0.056766	133.83	0.0074720	-0.011812	-0.010114	-2.2113	8.9095	14.299	203.46	-1.1772	3.4305e-06	0.018012	0.00014593	9.5863	0.10432	0.057420	0.081122	22.710	12.647	29.008	99.223	12.482	1.0222e-06	0.0074606
3.6668	0.057138	133.75	0.0074764	-0.011735	-0.010025	-2.1901	8.9169	14.344	203.25	-1.1682	3.4280e-06	0.018022	0.00014533	9.6447	0.10368	0.057442	0.081155	22.676	12.649	29.067	99.250	12.467	1.0243e-06	0.0074752
3.6725	0.057510	133.68	0.0074807	-0.011658	-0.0099360	-2.1689	8.9244	14.390	203.04	-1.1593	3.4254e-06	0.018031	0.00014474	9.7031	0.10306	0.057464	0.081187	22.643	12.651	29.127	99.276	12.452	1.0264e-06	0.0074897
3.6782	0.057882	133.60	0.0074851	-0.011581	-0.0098473	-2.1478	8.9317	14.435	202.83	-1.1504	3.4228e-06	0.018040	0.00014415	9.7616	0.10244	0.057485	0.081219	22.610	12.653	29.186	99.302	12.437	1.0285e-06	0.0075042
3.6839	0.058255	133.52	0.0074895	-0.011505	-0.0097587	-2.1268	8.9391	14.480	202.61	-1.1415	3.4202e-06	0.018049	0.00014356	9.8200	0.10183	0.057506	0.081251	22.578	12.655	29.246	99.328	12.422	1.0306e-06	0.0075186
3.6896	0.058627	133.44	0.0074938	-0.011429	-0.0096702	-2.1058	8.9464	14.526	202.40	-1.1326	3.4177e-06	0.018058	0.00014298	9.8786	0.10123	0.057527	0.081282	22.545	12.657	29.306	99.353	12.407	1.0327e-06	0.0075330
