Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
202.09	4.4801	1453.6	0.00068796	4.3648	4.6231	27.365	20.176	143.75	232.30	2.1146	7.5885e-05	0.036882	0.00069478	434.22	0.0023030	7.2926	8.1572	44.853	23.235	168.29	141.56	11.748	2.4204e-05	0.015891
202.16	4.4892	1451.6	0.00068890	4.3713	4.6304	27.399	20.199	144.82	231.59	2.1284	7.5698e-05	0.036842	0.00068656	435.81	0.0022946	7.2879	8.1511	44.814	23.264	169.85	141.52	11.721	2.4243e-05	0.015960
202.23	4.4983	1449.6	0.00068984	4.3778	4.6378	27.433	20.222	145.91	230.88	2.1424	7.5512e-05	0.036802	0.00067838	437.40	0.0022862	7.2831	8.1449	44.775	23.293	171.44	141.48	11.695	2.4283e-05	0.016030
202.30	4.5074	1447.6	0.00069079	4.3843	4.6452	27.467	20.246	147.02	230.17	2.1564	7.5325e-05	0.036763	0.00067023	439.01	0.0022778	7.2783	8.1387	44.735	23.321	173.06	141.44	11.669	2.4322e-05	0.016100
202.37	4.5165	1445.6	0.00069175	4.3908	4.6526	27.501	20.270	148.14	229.46	2.1706	7.5137e-05	0.036724	0.00066211	440.63	0.0022695	7.2735	8.1324	44.696	23.350	174.71	141.40	11.642	2.4362e-05	0.016171
202.44	4.5256	1443.6	0.00069271	4.3974	4.6601	27.535	20.293	149.29	228.75	2.1849	7.4950e-05	0.036685	0.00065402	442.25	0.0022612	7.2686	8.1261	44.656	23.380	176.39	141.36	11.616	2.4403e-05	0.016243
202.51	4.5346	1441.6	0.00069368	4.4039	4.6675	27.569	20.318	150.47	228.03	2.1993	7.4762e-05	0.036646	0.00064597	443.89	0.0022528	7.2637	8.1198	44.616	23.409	178.10	141.32	11.589	2.4443e-05	0.016316
202.58	4.5437	1439.6	0.00069466	4.4105	4.6750	27.603	20.342	151.66	227.32	2.2138	7.4574e-05	0.036608	0.00063795	445.53	0.0022445	7.2588	8.1134	44.576	23.438	179.85	141.28	11.562	2.4484e-05	0.016389
202.65	4.5528	1437.5	0.00069564	4.4171	4.6825	27.638	20.367	152.88	226.60	2.2285	7.4385e-05	0.036571	0.00062997	447.19	0.0022362	7.2538	8.1070	44.536	23.468	181.62	141.24	11.536	2.4525e-05	0.016464
202.72	4.5619	1435.5	0.00069664	4.4237	4.6900	27.672	20.392	154.12	225.89	2.2433	7.4196e-05	0.036533	0.00062201	448.85	0.0022279	7.2489	8.1005	44.496	23.498	183.43	141.20	11.509	2.4567e-05	0.016539
